shipment_id,customer_id,shipper_id,service_id,weight_kg,shipment_date,delivery_date,status,shipping_cost
11452,219,8,OVE11,72.17,2023-12-02,2023-12-09,Delivered,981.512
11453,77,20,PRE2,52.76,2023-07-27,2023-08-03,Delivered,454.79119999999995
11454,19,15,SEA7,39.27,2022-07-26,2022-08-01,Delivered,1419.2178000000001
11455,59,15,STA8,78.64,2022-10-02,2022-10-24,Delivered,2919.9032
11456,245,10,PRE2,31.92,2023-01-09,2023-02-02,Delivered,275.1504
11457,382,17,SEA7,90.33,2023-08-12,,Pending,3264.5262
11458,277,8,ECO4,47.44,2023-06-06,2023-07-05,Delivered,1800.348
11459,222,13,AIR6,29.54,2023-12-18,2024-01-01,Delivered,250.2038
11460,489,13,ECO4,26.86,2023-07-20,2023-08-09,Delivered,1019.3370000000001
11461,84,13,ECO4,80.78,2023-10-04,2023-10-20,Delivered,3065.601
11462,90,9,ECO4,1.47,2022-06-30,,Pending,55.786500000000004
11463,153,6,ECO4,24.74,2022-11-08,2022-11-18,Delivered,938.883
11464,452,9,PRE2,50.54,2023-06-12,,Pending,435.65479999999997
11465,402,18,SEA7,12.18,2023-02-21,2023-03-06,Delivered,440.1852
11466,434,5,PRE2,11.77,2023-10-22,2023-11-14,Delivered,101.45739999999999
11467,157,6,EXP1,79.21,2022-08-06,2022-08-18,Delivered,2183.0276
11468,568,6,FRE5,40.1,2023-02-20,2023-03-08,Delivered,730.622
11469,38,6,PRE2,3.38,2023-06-07,2023-06-29,Delivered,29.135599999999997
11470,233,18,PRE10,38.71,2023-07-09,2023-07-28,Delivered,803.6196000000001
11471,131,12,ECO12,59.57,2023-05-12,2023-05-24,Delivered,2024.1885999999997
11472,316,17,OVE3,93.41,2023-02-07,2023-02-25,Delivered,4198.779500000001
11473,113,2,AIR6,23.64,2022-11-13,2022-12-04,Delivered,200.23080000000002
11474,184,13,OVE11,48.24,2023-04-10,,Pending,656.064
11475,310,1,PRE2,40.08,2023-01-19,,Pending,345.48959999999994
11476,579,19,STA8,71.75,2023-04-05,2023-04-27,Delivered,2664.0775000000003
11477,571,16,EXP9,90.8,2023-10-14,2023-10-30,Delivered,2002.14
11478,320,5,OVE3,92.61,2022-07-23,2022-07-28,Delivered,4162.8195000000005
11479,7,3,PRE2,5.54,2023-10-10,2023-10-25,Delivered,47.754799999999996
11480,332,4,ECO12,5.72,2022-11-29,,Pending,194.36559999999997
11481,232,6,EXP1,71.38,2023-03-04,2023-03-22,Delivered,1967.2327999999998
11482,22,6,ECO4,66.83,2023-09-13,2023-09-25,Delivered,2536.1985
11483,143,12,EXP1,32.36,2022-01-18,2022-01-20,Delivered,891.8416
11484,271,17,STA8,97.93,2023-05-22,2023-05-29,Delivered,3636.1409000000003
11485,272,14,PRE2,98.55,2023-12-21,2024-01-03,Delivered,849.5009999999999
11486,103,12,STA8,29.55,2022-06-28,2022-07-12,Delivered,1097.1915000000001
11487,261,19,EXP9,96.67,2022-11-12,2022-12-03,Delivered,2131.5735
11488,216,9,EXP9,23.83,2023-07-27,2023-08-04,Delivered,525.4515
11489,267,8,AIR6,34.34,2023-02-01,2023-03-03,Delivered,290.85980000000006
11490,445,10,FRE5,20.52,2023-03-23,2023-03-26,Delivered,373.8744
11491,195,11,ECO4,83.21,2022-07-19,2022-08-13,Delivered,3157.8195
11492,522,19,ECO12,74.92,2022-05-29,,Pending,2545.7816
11493,471,6,EXP9,66.46,2023-03-29,2023-04-25,Delivered,1465.443
11494,552,20,ECO12,71.24,2023-11-22,2023-12-19,Delivered,2420.7351999999996
11495,355,16,EXP9,69.05,2023-06-08,2023-06-10,Delivered,1522.5525
11496,272,14,EXP9,39.38,2022-05-02,2022-05-16,Delivered,868.3290000000001
11497,140,18,OVE11,57.18,2023-08-20,2023-08-29,Delivered,777.648
11498,96,9,OVE11,3.9,2023-11-20,2023-12-12,Delivered,53.04
11499,1,9,EXP9,29.65,2022-05-12,2022-05-29,Delivered,653.7825
11500,77,1,ECO4,35.79,2023-02-14,,Pending,1358.2305000000001
11501,397,13,AIR6,68.28,2022-01-02,2022-01-16,Delivered,578.3316000000001
11502,442,17,STA8,56.32,2023-10-19,2023-11-05,Delivered,2091.1616000000004
11503,501,4,STA8,71.92,2023-04-04,2023-05-04,Delivered,2670.3896000000004
11504,353,15,AIR6,20.52,2023-11-20,2023-12-15,Delivered,173.80440000000002
11505,431,16,PRE10,22.93,2022-02-28,2022-03-19,Delivered,476.02680000000004
11506,443,20,FRE5,25.03,2022-10-31,2022-11-18,Delivered,456.0466
11507,518,9,PRE2,53.44,2023-09-04,2023-09-23,Delivered,460.65279999999996
11508,14,19,ECO12,39.57,2022-01-24,2022-02-21,Delivered,1344.5885999999998
11509,266,2,EXP1,23.13,2023-08-27,2023-09-10,Delivered,637.4627999999999
11510,134,15,ECO4,90.4,2022-10-27,2022-11-10,Delivered,3430.6800000000003
11511,67,13,PRE10,29.37,2022-12-25,2023-01-15,Delivered,609.7212000000001
11512,492,8,FRE5,77.34,2023-05-23,2023-06-07,Delivered,1409.1348
11513,214,19,PRE10,72.09,2023-02-03,2023-02-25,Delivered,1496.5884
11514,204,19,OVE3,24.89,2023-01-27,2023-01-28,Delivered,1118.8055000000002
11515,41,6,OVE3,73.06,2023-07-04,,Pending,3284.0470000000005
11516,16,15,PRE10,34.78,2023-08-13,2023-08-19,Delivered,722.0328000000001
11517,165,14,OVE3,14.26,2023-06-06,2023-06-26,Delivered,640.9870000000001
11518,173,12,EXP1,4.79,2023-01-25,2023-02-08,Delivered,132.01239999999999
11519,41,2,PRE2,16.28,2022-12-15,2023-01-05,Delivered,140.3336
11520,581,2,OVE3,11.54,2022-09-29,,Pending,518.723
11521,47,20,OVE11,10.79,2023-08-24,2023-09-11,Delivered,146.74399999999997
11522,423,2,ECO4,72.24,2022-02-15,2022-02-28,Delivered,2741.508
11523,28,14,ECO12,57.64,2022-01-31,2022-02-22,Delivered,1958.6072
11524,420,10,STA8,78.67,2023-09-24,2023-10-15,Delivered,2921.0171000000005
11525,229,1,PRE2,93.79,2023-01-23,,Pending,808.4698
11526,77,4,FRE5,5.86,2022-11-13,,Pending,106.7692
11527,395,2,PRE2,42.96,2022-04-23,2022-05-10,Delivered,370.31519999999995
11528,86,12,EXP1,34.65,2023-03-26,2023-04-18,Delivered,954.954
11529,45,5,AIR6,9.08,2022-04-21,2022-04-28,Delivered,76.9076
11530,576,4,ECO4,45.85,2023-10-16,2023-11-06,Delivered,1740.0075000000002
11531,498,15,STA8,71.01,2022-10-13,,Pending,2636.6013000000003
11532,181,2,ECO12,65.15,2023-11-04,2023-11-27,Delivered,2213.797
11533,560,16,SEA7,34.62,2023-10-13,2023-10-16,Delivered,1251.1668
11534,376,9,ECO12,51.5,2022-04-03,2022-04-19,Delivered,1749.9699999999998
11535,477,18,ECO4,23.04,2023-02-22,2023-02-25,Delivered,874.368
11536,150,19,PRE2,43.25,2022-07-31,2022-08-16,Delivered,372.81499999999994
11537,573,14,PRE2,93.63,2022-09-10,2022-09-30,Delivered,807.0905999999999
11538,117,14,ECO12,44.52,2023-02-21,2023-02-23,Delivered,1512.7896
11539,240,15,ECO12,57.81,2022-12-14,2022-12-29,Delivered,1964.3837999999998
11540,468,20,OVE11,95.07,2022-03-25,2022-04-19,Delivered,1292.9519999999998
11541,33,5,EXP1,14.46,2022-06-29,2022-07-02,Delivered,398.5176
11542,42,1,SEA7,3.64,2022-07-17,2022-07-31,Delivered,131.5496
11543,75,9,STA8,72.7,2023-11-05,2023-11-21,Delivered,2699.351
11544,434,9,OVE11,44.63,2023-02-18,2023-03-20,Delivered,606.9680000000001
11545,396,13,EXP1,9.95,2022-06-09,2022-07-05,Delivered,274.222
11546,6,6,FRE5,75.41,2022-04-09,2022-04-14,Delivered,1373.9701999999997
11547,163,9,PRE10,62.45,2022-04-13,2022-05-03,Delivered,1296.4620000000002
11548,583,16,OVE11,7.12,2023-09-07,2023-09-09,Delivered,96.832
11549,6,7,PRE2,53.7,2023-06-22,2023-07-19,Delivered,462.894
11550,361,15,EXP1,7.96,2022-09-07,2022-09-14,Delivered,219.3776
11551,418,9,ECO4,32.83,2023-05-03,2023-05-19,Delivered,1245.8985
11552,117,4,ECO4,27.7,2022-09-06,2022-09-25,Delivered,1051.2150000000001
11553,523,10,EXP9,24.4,2022-09-16,2022-09-27,Delivered,538.02
11554,368,20,PRE2,79.4,2023-01-11,2023-02-05,Delivered,684.428
11555,323,4,OVE11,71.53,2022-12-05,2022-12-10,Delivered,972.808
11556,365,11,OVE3,72.41,2022-03-20,2022-03-22,Delivered,3254.8295
11557,87,7,EXP1,61.57,2022-10-01,2022-10-09,Delivered,1696.8691999999999
11558,414,7,ECO4,46.5,2023-08-07,2023-08-21,Delivered,1764.6750000000002
11559,286,9,PRE2,46.25,2022-05-11,2022-05-23,Delivered,398.67499999999995
11560,193,12,PRE2,66.4,2023-08-03,,Pending,572.368
11561,104,10,AIR6,46.09,2023-10-22,2023-11-20,Delivered,390.38230000000004
11562,413,4,ECO12,4.18,2022-09-08,2022-09-27,Delivered,142.0364
11563,373,17,OVE11,74.78,2023-02-23,,Pending,1017.008
11564,502,5,EXP1,84.11,2023-02-24,2023-03-23,Delivered,2318.0715999999998
11565,15,5,FRE5,47.2,2023-08-11,2023-08-23,Delivered,859.984
11566,532,17,FRE5,22.92,2023-04-23,2023-05-10,Delivered,417.6024
11567,142,18,ECO4,81.01,2022-02-11,2022-02-17,Delivered,3074.3295000000003
11568,568,1,FRE5,46.51,2023-09-15,2023-09-26,Delivered,847.4121999999999
11569,144,1,PRE2,65.31,2022-03-31,2022-04-29,Delivered,562.9721999999999
11570,329,5,OVE11,25.86,2022-12-17,,Pending,351.69599999999997
11571,442,15,FRE5,91.28,2023-05-25,2023-06-13,Delivered,1663.1216
11572,322,20,EXP1,74.28,2023-09-07,2023-09-12,Delivered,2047.1568
11573,352,13,PRE10,74.85,2022-07-19,,Pending,1553.886
11574,546,20,AIR6,56.05,2023-12-20,2023-12-31,Delivered,474.74350000000004
11575,123,16,PRE10,74.12,2023-05-25,2023-06-09,Delivered,1538.7312000000002
11576,186,8,STA8,81.05,2022-12-29,2022-12-30,Delivered,3009.3865
11577,431,1,EXP1,47.48,2023-04-07,,Pending,1308.5487999999998
11578,513,13,PRE10,76.35,2022-07-28,2022-08-14,Delivered,1585.026
11579,559,14,STA8,5.91,2022-08-28,2022-09-13,Delivered,219.43830000000003
11580,271,15,AIR6,2.27,2022-01-18,2022-02-05,Delivered,19.2269
11581,576,11,OVE11,11.7,2022-03-02,,Pending,159.11999999999998
11582,442,9,STA8,49.98,2023-04-04,2023-04-06,Delivered,1855.7574
11583,273,5,ECO12,30.08,2023-04-20,2023-05-11,Delivered,1022.1183999999998
11584,114,15,AIR6,22.78,2023-12-17,,Pending,192.94660000000002
11585,49,7,STA8,74.89,2022-10-20,2022-11-03,Delivered,2780.6657
11586,440,17,FRE5,22.17,2023-12-29,,Pending,403.9374
11587,240,5,OVE11,48.8,2023-08-05,2023-08-23,Delivered,663.68
11588,170,5,PRE2,50.3,2022-05-01,2022-05-18,Delivered,433.58599999999996
11589,47,6,STA8,87.81,2023-12-06,2024-01-01,Delivered,3260.3853000000004
11590,258,1,FRE5,2.51,2022-05-05,2022-06-03,Delivered,45.73219999999999
11591,593,1,SEA7,90.23,2022-11-15,2022-12-12,Delivered,3260.9122
11592,298,9,EXP9,30.64,2022-07-23,2022-07-24,Delivered,675.6120000000001
11593,86,10,STA8,38.0,2022-02-02,,Pending,1410.94
11594,69,2,OVE3,15.96,2023-10-03,2023-10-31,Delivered,717.402
11595,285,15,EXP1,1.74,2022-05-25,2022-06-15,Delivered,47.9544
11596,54,17,ECO4,93.16,2023-09-04,2023-09-24,Delivered,3535.422
11597,496,10,ECO12,55.62,2023-05-10,2023-06-02,Delivered,1889.9675999999997
11598,529,8,PRE2,20.77,2022-07-06,2022-07-22,Delivered,179.0374
11599,2,10,SEA7,25.47,2023-07-18,2023-08-04,Delivered,920.4857999999999
11600,470,11,STA8,87.64,2022-10-24,2022-11-15,Delivered,3254.0732000000003
11601,76,17,ECO4,1.59,2023-10-29,,Pending,60.340500000000006
11602,14,7,OVE3,61.42,2022-04-21,2022-05-14,Delivered,2760.829
11603,564,17,SEA7,44.16,2022-07-25,2022-08-07,Delivered,1595.9424
11604,121,14,OVE3,14.92,2022-11-26,2022-12-17,Delivered,670.654
11605,66,14,OVE3,88.85,2022-12-04,2022-12-31,Delivered,3993.8075
11606,510,4,ECO4,68.4,2022-09-25,2022-10-06,Delivered,2595.78
11607,224,16,EXP9,61.62,2022-04-12,2022-05-11,Delivered,1358.721
11608,560,8,ECO12,61.21,2022-09-17,2022-10-10,Delivered,2079.9157999999998
11609,266,5,PRE2,39.4,2023-11-07,2023-11-23,Delivered,339.62799999999993
11610,510,20,FRE5,50.77,2022-09-09,2022-09-18,Delivered,925.0294
11611,515,1,STA8,99.8,2022-04-08,2022-05-01,Delivered,3705.574
11612,276,3,OVE11,24.49,2022-04-02,2022-04-28,Delivered,333.06399999999996
11613,13,4,ECO12,84.03,2023-02-24,2023-03-13,Delivered,2855.3394
11614,101,17,OVE11,71.2,2023-11-05,2023-11-30,Delivered,968.32
11615,122,7,STA8,98.46,2022-11-16,2022-12-04,Delivered,3655.8198
11616,89,4,AIR6,41.51,2023-05-27,2023-06-22,Delivered,351.5897
11617,102,5,OVE11,28.29,2022-09-13,2022-10-09,Delivered,384.74399999999997
11618,465,18,EXP9,94.46,2023-01-12,2023-01-13,Delivered,2082.843
11619,330,12,OVE3,17.66,2022-08-09,2022-08-20,Delivered,793.817
11620,274,20,PRE2,0.87,2023-04-05,2023-04-15,Delivered,7.4994
11621,487,8,SEA7,42.2,2023-09-21,2023-10-08,Delivered,1525.1080000000002
11622,197,2,ECO4,7.19,2022-05-28,2022-06-20,Delivered,272.86050000000006
11623,538,12,PRE10,93.09,2023-08-28,2023-09-05,Delivered,1932.5484000000001
11624,129,4,SEA7,53.36,2022-08-02,,Pending,1928.4304
11625,293,9,STA8,57.83,2022-07-10,2022-07-18,Delivered,2147.2279
11626,521,17,OVE11,90.68,2022-01-13,2022-02-07,Delivered,1233.248
11627,485,2,SEA7,57.95,2023-07-01,2023-07-06,Delivered,2094.313
11628,580,6,EXP9,11.46,2023-12-02,2023-12-12,Delivered,252.69300000000004
11629,432,7,SEA7,53.35,2023-10-11,2023-10-31,Delivered,1928.0690000000002
11630,545,11,PRE2,58.54,2022-05-07,2022-05-26,Delivered,504.61479999999995
11631,87,19,OVE11,37.72,2022-08-05,,Pending,512.992
11632,125,18,STA8,40.77,2023-01-31,2023-02-06,Delivered,1513.7901000000002
11633,527,19,STA8,29.76,2022-02-13,,Pending,1104.9888
11634,558,12,OVE3,27.16,2022-09-01,,Pending,1220.842
11635,438,18,PRE10,75.06,2022-01-05,2022-01-09,Delivered,1558.2456000000002
11636,308,15,PRE10,92.12,2023-09-04,2023-09-10,Delivered,1912.4112000000002
11637,48,13,EXP9,36.36,2022-10-12,2022-10-20,Delivered,801.738
11638,445,4,PRE2,50.94,2022-08-26,2022-09-04,Delivered,439.10279999999995
11639,381,12,SEA7,69.69,2023-07-21,2023-08-12,Delivered,2518.5966
11640,206,14,FRE5,66.31,2022-09-09,,Pending,1208.1682
11641,386,18,PRE10,66.17,2022-06-05,2022-07-04,Delivered,1373.6892
11642,346,10,AIR6,56.98,2023-08-08,2023-08-27,Delivered,482.6206
11643,283,5,PRE2,60.81,2022-08-03,2022-08-11,Delivered,524.1822
11644,340,5,EXP1,9.01,2022-10-08,2022-11-03,Delivered,248.3156
11645,255,20,PRE2,87.53,2022-12-31,2023-01-11,Delivered,754.5085999999999
11646,368,20,FRE5,75.64,2022-05-26,2022-06-11,Delivered,1378.1607999999999
11647,243,11,PRE10,72.44,2022-02-04,2022-02-10,Delivered,1503.8544000000002
11648,537,7,ECO12,31.2,2023-03-30,2023-04-19,Delivered,1060.176
11649,98,11,ECO12,17.68,2023-07-10,2023-08-04,Delivered,600.7664
11650,35,10,PRE2,72.28,2022-06-02,2022-06-20,Delivered,623.0536
11651,395,18,PRE2,40.18,2022-02-19,2022-02-23,Delivered,346.35159999999996
11652,413,18,ECO4,48.46,2022-07-27,2022-08-11,Delivered,1839.0570000000002
11653,79,10,OVE11,60.68,2022-05-04,2022-05-19,Delivered,825.2479999999999
11654,86,8,PRE2,28.73,2022-02-03,2022-02-06,Delivered,247.65259999999998
11655,468,9,ECO12,11.55,2022-09-16,2022-09-27,Delivered,392.469
11656,220,4,PRE2,60.1,2022-10-18,2022-11-06,Delivered,518.062
11657,578,6,ECO12,50.84,2023-03-15,2023-04-07,Delivered,1727.5432
11658,311,17,EXP9,4.22,2023-01-15,2023-01-22,Delivered,93.051
11659,82,9,EXP9,49.99,2023-04-25,2023-05-18,Delivered,1102.2795
11660,376,18,OVE3,46.56,2023-02-11,2023-02-23,Delivered,2092.8720000000003
11661,89,3,PRE10,40.64,2023-04-27,2023-05-02,Delivered,843.6864
11662,23,6,FRE5,66.46,2023-10-28,2023-11-01,Delivered,1210.9011999999998
11663,511,7,ECO12,96.24,2022-04-26,2022-05-25,Delivered,3270.2351999999996
11664,304,17,ECO4,43.71,2023-06-03,2023-07-01,Delivered,1658.7945000000002
11665,20,1,FRE5,92.82,2023-11-18,2023-11-25,Delivered,1691.1803999999997
11666,551,19,OVE3,88.03,2022-03-23,,Pending,3956.9485000000004
11667,258,14,OVE11,60.92,2023-02-11,2023-02-13,Delivered,828.5120000000001
11668,32,17,PRE10,27.46,2023-10-08,2023-10-23,Delivered,570.0696
11669,70,11,EXP1,85.87,2022-09-22,,Pending,2366.5772
11670,199,4,EXP1,36.02,2022-11-22,2022-11-23,Delivered,992.7112000000001
11671,585,8,EXP1,49.54,2023-01-12,,Pending,1365.3224
11672,144,10,AIR6,55.12,2023-12-09,2023-12-15,Delivered,466.8664
11673,32,6,OVE11,2.88,2022-08-24,2022-09-18,Delivered,39.168
11674,97,13,OVE11,4.73,2023-04-15,2023-04-16,Delivered,64.328
11675,99,6,EXP9,45.84,2022-01-29,2022-02-21,Delivered,1010.7720000000002
11676,272,8,FRE5,71.09,2023-11-18,2023-12-05,Delivered,1295.2598
11677,124,15,ECO4,33.4,2022-05-28,2022-06-25,Delivered,1267.53
11678,570,18,EXP1,97.27,2022-01-10,2022-01-12,Delivered,2680.7612
11679,59,10,STA8,79.8,2023-04-14,2023-04-28,Delivered,2962.974
11680,277,3,FRE5,56.97,2022-08-09,2022-08-23,Delivered,1037.9933999999998
11681,56,18,EXP9,61.32,2022-12-01,2022-12-23,Delivered,1352.106
11682,578,3,STA8,84.18,2023-01-17,2023-01-27,Delivered,3125.6034000000004
11683,483,16,ECO4,21.2,2023-12-31,2024-01-17,Delivered,804.5400000000001
11684,109,1,STA8,87.71,2023-07-09,2023-07-30,Delivered,3256.6723
11685,396,14,ECO12,99.36,2022-08-08,2022-08-10,Delivered,3376.2527999999998
11686,430,5,STA8,10.1,2023-04-09,2023-05-07,Delivered,375.01300000000003
11687,358,17,EXP9,53.67,2023-03-02,2023-03-29,Delivered,1183.4235
11688,187,1,EXP1,18.92,2022-08-03,2022-09-02,Delivered,521.4352
11689,207,7,SEA7,9.76,2022-02-12,2022-03-04,Delivered,352.7264
11690,586,19,SEA7,45.09,2022-11-03,2022-11-05,Delivered,1629.5526000000002
11691,113,15,STA8,26.72,2022-10-12,2022-10-20,Delivered,992.1136
11692,412,10,OVE11,65.28,2023-10-31,2023-11-20,Delivered,887.808
11693,266,7,PRE10,35.93,2023-11-22,2023-11-23,Delivered,745.9068000000001
11694,48,8,PRE2,29.18,2023-09-30,2023-10-22,Delivered,251.53159999999997
11695,555,15,AIR6,39.03,2023-11-03,2023-11-15,Delivered,330.58410000000003
11696,214,7,STA8,82.44,2023-06-04,2023-06-23,Delivered,3060.9972000000002
11697,50,14,OVE11,28.63,2022-03-29,2022-04-25,Delivered,389.368
11698,247,13,AIR6,11.15,2023-01-19,2023-02-07,Delivered,94.44050000000001
11699,568,1,ECO12,98.22,2023-07-25,2023-08-13,Delivered,3337.5155999999997
11700,338,3,OVE3,48.18,2022-12-31,2023-01-25,Delivered,2165.6910000000003
11701,261,10,PRE2,69.31,2022-12-14,,Pending,597.4522
11702,484,17,ECO12,80.31,2023-12-11,2024-01-02,Delivered,2728.9338
11703,228,9,EXP9,58.69,2023-11-23,2023-12-20,Delivered,1294.1145
11704,155,20,PRE10,87.97,2022-10-24,2022-11-06,Delivered,1826.2572
11705,211,12,FRE5,56.58,2022-10-15,2022-11-06,Delivered,1030.8875999999998
11706,458,16,ECO4,11.36,2023-05-04,2023-05-06,Delivered,431.112
11707,165,14,SEA7,59.14,2023-03-13,2023-03-26,Delivered,2137.3196000000003
11708,274,3,PRE2,22.75,2022-08-16,2022-09-15,Delivered,196.105
11709,367,5,PRE10,39.22,2022-11-17,,Pending,814.2072000000001
11710,418,18,ECO4,21.97,2022-09-25,2022-10-01,Delivered,833.7615000000001
11711,53,2,SEA7,59.14,2022-07-22,2022-08-10,Delivered,2137.3196000000003
11712,92,2,EXP1,15.38,2022-06-02,2022-06-26,Delivered,423.8728
11713,47,2,OVE11,63.09,2023-04-27,2023-05-12,Delivered,858.024
11714,40,10,ECO12,37.87,2022-04-06,2022-04-10,Delivered,1286.8225999999997
11715,367,10,ECO12,36.2,2023-12-10,2024-01-07,Delivered,1230.076
11716,533,3,EXP9,77.17,2022-10-17,2022-11-02,Delivered,1701.5985
11717,279,16,EXP9,67.51,2023-08-02,2023-08-28,Delivered,1488.5955000000001
11718,278,2,PRE2,52.71,2022-10-16,2022-10-17,Delivered,454.36019999999996
11719,587,8,EXP1,28.47,2022-12-27,2023-01-09,Delivered,784.6332
11720,520,20,AIR6,84.14,2022-07-14,2022-08-13,Delivered,712.6658000000001
11721,242,19,OVE3,88.69,2022-01-16,2022-01-20,Delivered,3986.6155000000003
11722,264,1,ECO4,28.91,2023-04-10,2023-04-27,Delivered,1097.1345000000001
11723,308,11,EXP1,31.61,2022-02-15,2022-03-09,Delivered,871.1715999999999
11724,51,4,SEA7,46.55,2022-03-19,,Pending,1682.317
11725,328,19,OVE11,16.45,2022-12-19,2023-01-16,Delivered,223.71999999999997
11726,80,16,PRE10,1.76,2023-03-09,,Pending,36.537600000000005
11727,347,3,SEA7,46.94,2022-11-05,2022-11-10,Delivered,1696.4116
11728,34,7,ECO12,49.9,2022-12-22,2022-12-24,Delivered,1695.6019999999999
11729,521,1,PRE10,64.19,2022-10-03,2022-11-02,Delivered,1332.5844
11730,583,2,EXP9,89.48,2023-09-09,2023-10-02,Delivered,1973.034
11731,148,14,ECO4,8.06,2023-07-05,2023-07-25,Delivered,305.87700000000007
11732,17,20,SEA7,64.76,2022-10-24,2022-11-12,Delivered,2340.4264000000003
11733,413,18,ECO4,78.08,2022-07-17,2022-07-27,Delivered,2963.136
11734,257,7,ECO12,19.61,2022-06-02,,Pending,666.3477999999999
11735,459,14,OVE11,25.04,2022-03-24,,Pending,340.544
11736,457,18,ECO4,42.96,2023-10-05,2023-11-03,Delivered,1630.332
11737,124,15,ECO4,82.18,2023-10-25,2023-11-06,Delivered,3118.7310000000007
11738,495,19,PRE2,46.48,2023-05-06,2023-05-19,Delivered,400.65759999999995
11739,132,18,FRE5,80.61,2022-11-16,2022-12-15,Delivered,1468.7142
11740,436,1,PRE2,56.9,2023-03-04,,Pending,490.47799999999995
11741,462,6,AIR6,67.02,2022-01-27,2022-02-22,Delivered,567.6594
11742,369,4,STA8,35.15,2023-04-12,2023-04-26,Delivered,1305.1195
11743,318,2,ECO12,98.9,2023-08-31,2023-09-05,Delivered,3360.622
11744,292,10,EXP9,49.11,2023-09-18,2023-10-18,Delivered,1082.8755
11745,590,5,SEA7,17.14,2022-09-18,2022-10-14,Delivered,619.4396
11746,29,10,FRE5,37.25,2023-06-03,2023-06-08,Delivered,678.6949999999999
11747,385,18,AIR6,87.78,2022-03-06,2022-03-10,Delivered,743.4966000000001
11748,17,11,SEA7,9.87,2023-03-23,2023-03-28,Delivered,356.7018
11749,320,4,ECO4,58.57,2022-06-08,2022-07-03,Delivered,2222.7315000000003
11750,296,16,EXP1,10.58,2023-04-03,2023-04-24,Delivered,291.5848
11751,157,17,AIR6,65.58,2022-09-07,2022-09-14,Delivered,555.4626000000001
11752,376,6,AIR6,18.06,2022-04-15,2022-04-28,Delivered,152.9682
11753,167,12,EXP1,23.98,2023-07-30,2023-08-27,Delivered,660.8888
11754,308,4,OVE11,29.32,2023-09-03,2023-09-10,Delivered,398.752
11755,312,3,EXP1,81.63,2023-11-01,2023-11-24,Delivered,2249.7227999999996
11756,452,2,EXP1,57.25,2023-02-02,2023-02-14,Delivered,1577.81
11757,498,9,EXP1,75.71,2023-10-30,,Pending,2086.5676
11758,57,7,EXP9,34.01,2022-07-28,2022-07-29,Delivered,749.9205
11759,554,13,ECO4,42.86,2022-08-03,2022-08-21,Delivered,1626.537
11760,455,11,OVE11,92.27,2022-08-19,2022-09-12,Delivered,1254.8719999999998
11761,378,16,EXP1,25.2,2022-06-27,2022-07-06,Delivered,694.512
11762,334,9,PRE2,25.77,2023-03-31,2023-04-25,Delivered,222.13739999999999
11763,214,2,AIR6,1.74,2023-01-24,2023-02-22,Delivered,14.737800000000002
11764,537,11,SEA7,55.23,2023-09-27,2023-10-04,Delivered,1996.0122
11765,9,8,PRE10,70.06,2022-10-13,2022-10-29,Delivered,1454.4456000000002
11766,304,9,ECO4,53.37,2022-12-19,2023-01-01,Delivered,2025.3915
11767,80,9,AIR6,24.91,2023-05-05,2023-05-18,Delivered,210.98770000000002
11768,84,13,FRE5,22.47,2022-02-02,,Pending,409.4034
11769,341,10,PRE2,26.47,2022-05-02,2022-05-16,Delivered,228.17139999999998
11770,40,8,FRE5,97.39,2023-04-28,2023-05-12,Delivered,1774.4458
11771,493,8,SEA7,62.36,2022-03-03,2022-03-16,Delivered,2253.6904
11772,229,13,OVE3,59.59,2023-03-28,2023-04-12,Delivered,2678.5705000000003
11773,121,19,STA8,77.73,2022-10-19,2022-11-04,Delivered,2886.1149000000005
11774,398,14,AIR6,69.37,2023-06-18,2023-07-15,Delivered,587.5639000000001
11775,127,12,ECO12,43.24,2023-10-12,,Pending,1469.2952
11776,26,1,SEA7,50.88,2023-05-26,2023-06-06,Delivered,1838.8032
11777,581,19,ECO12,13.32,2022-12-03,2022-12-24,Delivered,452.61359999999996
11778,288,2,EXP9,82.35,2022-11-13,2022-11-24,Delivered,1815.8174999999999
11779,434,6,AIR6,90.12,2023-12-12,2024-01-06,Delivered,763.3164
11780,313,5,FRE5,99.26,2023-02-15,2023-03-06,Delivered,1808.5172
11781,557,17,FRE5,15.76,2023-10-02,2023-10-16,Delivered,287.1472
11782,54,7,FRE5,18.36,2022-01-28,,Pending,334.51919999999996
11783,378,12,STA8,61.85,2023-07-06,2023-08-02,Delivered,2296.4905000000003
11784,538,20,EXP9,43.33,2023-06-21,2023-07-21,Delivered,955.4265
11785,245,19,ECO4,42.03,2022-03-02,2022-03-31,Delivered,1595.0385
11786,8,9,EXP9,54.72,2022-08-09,2022-08-11,Delivered,1206.576
11787,450,18,ECO12,83.18,2022-01-17,2022-02-07,Delivered,2826.4564
11788,573,7,ECO12,10.54,2023-12-12,,Pending,358.14919999999995
11789,500,20,PRE2,35.24,2023-05-03,2023-05-21,Delivered,303.7688
11790,259,2,EXP9,11.72,2023-01-20,2023-01-22,Delivered,258.42600000000004
11791,380,17,FRE5,86.66,2022-03-12,2022-03-22,Delivered,1578.9451999999999
11792,376,19,EXP1,87.71,2023-05-25,2023-05-29,Delivered,2417.2875999999997
11793,186,11,STA8,51.88,2023-12-10,2023-12-13,Delivered,1926.3044000000002
